"","X","AD","AL","AT","BA","BE","BG","BY","CH","CY","CZ","DE","DK","EE","EL","ES","FI","FO","FR","GG","HR","HU","IE","IM","IS","IT","JE","LI","LT","LU","LV","MC","MD","ME","MK","NL","NO","PL","PT","RO","RS","SE","SI","SK","SM","TR","UA","UK","VA"
"205","1975-01",0.726977328459422,0.323474672539273,0.461169717375615,0.519888574236121,1.35411168815685,-0.134083684115752,0.527182923434087,0.314000439912769,0.126021008918944,1.43860334346201,1.33126857275701,1.12093915134851,0.306351031188358,0.123782571524174,-0.330837906649523,1.4409036373022,-0.543054828095058,0.474309528838183,1.33756613731384,0.912089987989943,1.13050780385756,0.0692085158661059,0.562438375420041,1.01127883256383,-0.275961688613533,1.33077073097229,1.07838499546051,0.918033568291437,0.882840754508972,0.179053194722692,0.110430896282196,0.245768659515306,0.639661074920278,0.378698472888461,1.02512287668517,-0.303746532919099,1.73303793400357,-1.04602386411883,0.48701043349089,1.11248683887072,0.717533652445735,-0.0373187247231877,1.21871624065093,-0.174642115831375,-0.65882456293217,0.0199521876376158,0.287830327610277,NA
"206","1975-02",0.339406335353851,-0.482571069315559,0.296240232445633,0.308589680659373,1.00738589581706,-0.182691519584692,0.447967346661535,-0.259281991665374,1.28307812684461,1.38057511288083,1.1179203376913,0.86564592291241,0.0719003115127365,-0.187050677247831,-0.443412694213921,1.09899453091185,-0.830380073615483,-0.00267508134422517,0.415144294500351,0.677209449259295,0.79469251629817,-0.401011618996923,0.144938311091176,0.729435606333681,-0.582703444655245,0.566412270069122,0.846741557121277,0.612998416005653,0.63499889755249,-0.0587319496652808,-0.489642828702927,0.276517977821854,0.444729684038122,-0.107338097891249,0.917966108732536,-0.255710412539094,1.64241985765272,-1.02736081543405,0.515406670500015,0.952861371565897,0.480457998397255,-0.187523009975966,0.952082863350502,-0.104211278259754,-0.220735038203131,0.00345078430415214,-0.175139019015028,NA
"207","1975-03",0.0909514387448629,-0.319988146605874,0.830959780253377,0.415029660998355,1.16106112478337,-0.271925226843331,0.720128297212772,0.073494259529995,0.379106207231158,1.74216977994599,1.268844836286,0.866464361066955,0.139742889738166,-0.493216379893261,-0.344856417534416,1.2906941870912,-0.741411482530927,0.194400789278247,0.765305995941162,0.83672100419596,1.22006585857342,-0.398187885065331,-0.0157018795057579,0.30050299419983,-0.343406203411869,0.994128286838531,0.991132438182831,0.80833864739963,0.794588800430298,0.106694810391189,-0.0615501254796982,0.224719010356142,0.770165409744539,0.0267542154773639,1.0147749670542,-0.0693027675062527,1.8332290554151,-0.47724331859925,0.561365913249692,1.01230105119755,0.563076796314165,0.506777634694849,1.68708541445543,0.0247965175658464,-0.415550376055461,0.150974170156078,-0.0517938248170619,NA
"208","1975-04",-0.293645992875099,-0.801401254607116,1.01080681170471,0.599361099125217,1.46140584494267,-0.256544689152957,1.39237401034738,0.41649498031912,1.09204031244705,2.01288432317064,1.54216775219006,1.27185665410477,0.691980736129089,-0.745182011567887,-0.569883514249008,1.44881180696904,-0.602482549727909,0.213351737443393,0.955323278903961,1.10700846516469,1.53183343664772,-0.0424787759735836,0.272326191266378,0.185247633970512,-0.73988431368339,1.21574771404266,1.15543723106384,1.63111244662278,1.06564236927032,0.806776964474365,-0.539660573005676,0.259784977755506,0.470899799322805,-0.292864481854632,1.39705408785513,-0.0773186687293763,2.11889066576834,-0.612024500316473,0.740159633122881,0.885392252505801,0.717285124879258,0.856346632005851,2.06092133223388,-0.317290008068085,-0.419232106345988,0.233662198766517,0.318986602126493,NA
"209","1975-05",-0.0787047612170378,-1.09084651552231,0.943660925437617,0.748340926350925,1.41070695824702,-0.352554695406347,0.965627822728771,0.477258952527119,1.49669693677049,1.92897841976543,1.55228812723782,1.25988835608301,0.585234154662098,-0.743608214387266,-0.0852358818235458,1.50869908203714,-0.692111674755339,0.425448357948906,0.745929419994354,0.93351723978287,1.74086972912892,-0.413878714431281,0.0703437091023834,0.0468318072127136,-0.363192729933765,1.12417995929718,0.943591773509979,1.0757148525504,1.00382318496704,0.577011571442006,-0.13498592376709,0.0722718664800993,0.524668532916365,-0.602771271437084,1.43256418027513,0.194412142573125,2.00235382846358,-0.58079667443262,0.710413100006598,0.912963673757379,0.981097664917748,0.714766329848576,2.18095955883536,0.35867714881897,-0.124283658744854,-0.155122382322008,0.352235580757685,NA
"210","1975-06",0.0214202630023162,-0.971996199995702,1.54980643516156,0.718050830059834,1.45243182694623,-0.06025520344839,0.821440266967947,0.566582937526251,1.76957286376702,1.93532659238659,1.5332898799072,1.15607382339446,0.482983124876706,-0.490787250709651,-0.188019605498711,1.55228690648934,-0.698077764776018,0.388911029963694,0.240082666277885,0.869782306147521,1.65704666666294,-0.71998724933449,-0.145224836689455,-0.122622437644485,-0.272249017885037,0.560079395771027,0.99276864528656,0.835290374589615,0.818039991855621,0.172085337100269,-0.0501302853226662,-0.359608613788535,0.98222848187644,-0.16746533447574,1.46823783871906,0.203699644239856,1.78450530454247,-1.05026579392774,0.604379510956713,1.07380063241047,0.828012966291073,1.16748268264603,2.05698439313375,0.393991440534592,0.182740567247907,-0.585320293015994,0.105024585537888,NA
"211","1975-07",-0.165697053074837,-0.814416910484735,1.54664220741732,1.04023952666694,1.548988510556,0.105819430751791,-0.0535819677165395,0.536804836140931,1.85023964455253,1.60369294641945,1.25098095182477,0.67395923713904,0.0531987016466501,-0.33733008603684,-0.397536080295449,0.742114722615932,-0.671268600320059,0.319631619472261,0.140153676271439,1.23479294571797,1.72542730814857,-0.990362100095631,-0.513333491705082,-0.0498598809555742,-0.229782299516464,0.342688471078873,1.14350557327271,0.306140083357388,0.754228588104248,-0.489569132601176,-0.127693951129913,-0.244326550013383,1.19574911768856,-0.137072453645162,1.37003388307134,-0.0257480936831631,1.2143234259547,-0.995198390169831,0.446847913303167,1.27593103398404,-0.0138736065125737,1.44968226445457,1.87805677751907,0.295090109109879,0.151408823020383,-1.01535068311933,-0.0267575681597001,NA
"212","1975-08",0.247922096649806,-0.637621347925924,1.7793486024165,1.39898851203477,1.3344180595753,0.666853630290836,-0.0571455253665982,0.880449397590318,1.65263796072257,1.56328124075111,1.16777652157377,0.362859756019584,-0.00257008688044603,-0.0676485781131893,-0.321768197240607,0.166058858460327,-0.728705591625638,0.40869679847067,-0.325203031301498,1.27984463424679,1.86610963282779,-1.35683038442703,-0.730414379526068,-0.23666428870855,0.027063715121554,-0.0436412207782269,1.24379014968872,-0.089127800217798,0.964951079845428,-1.03153971909841,0.0375306271016598,-0.467715663833128,1.77002176975408,0.257573618361935,1.06364234141965,-0.19949243607511,0.975267772060155,-1.04996008689751,0.543092253861854,1.82090323513245,-0.13630238237134,1.11952224854917,1.81676140000775,0.826033651828766,0.00403761477845338,-1.05681968358428,-0.283326893139923,NA
"213","1975-09",-0.0328937814881404,-1.0812396755344,1.48086317200492,1.0388885283315,0.9166085514529,0.506057293148567,-0.355251181557165,0.969720055067406,1.71374626253781,1.4029437991289,0.983877498078224,-0.0408823226816602,-0.186545220363287,-0.182185856305876,-0.0569977297592814,0.0862217979695917,-0.765914860225859,0.327174814372821,-0.753883421421051,0.810352921182144,1.96520058572725,-1.43795037977486,-0.737170994281769,-0.383238732992411,-0.185467717251452,-0.521831154823303,0.67546683549881,-0.686687698942058,0.598780176639557,-1.47770788955846,-0.116382278501987,-1.00792698042655,0.792745788842687,-0.179194068616855,0.544041339263239,-0.0242058129918079,0.743194418060168,-0.892843081323249,0.131818403663218,1.55990903301865,-0.136882959111099,0.432207653074972,1.72568935128493,0.406683385372162,-0.177040424136795,-1.20279254133143,-0.335798745230592,NA
"214","1975-10",-0.74645053545634,-1.33585287944267,1.05244273975195,0.158720979478542,-0.215391375264807,1.00362703197945,-0.961784378982404,0.449241762484951,1.84691210985184,0.857126280111254,0.18172204387627,-0.42100366361683,-1.37829170659806,0.0275270327750982,-0.361305128914164,-0.0736903206362576,-0.654036597600059,-0.299467373569377,-1.06802046298981,-0.191294180185859,1.00691289445149,-1.20084859081026,-0.639371955836261,-0.367623120645179,-0.246056338115349,-0.823610782623291,-0.08354202657938,-2.01239685655451,-0.323577627897263,-2.3502513887886,0.0520169921219349,-1.13199156771559,0.116661171377891,-0.0750291037712825,-0.233450686014537,0.334921550603988,-0.372141786664475,-0.82476431954452,0.142642937025723,0.748299857748698,-0.457753714642883,-0.119798027578515,0.8585430188995,0.6182741522789,0.0933911016081189,-1.43089708392062,-0.660708105330847,NA
"215","1975-11",-0.53185866077741,-1.5446735090693,0.919274780997052,0.197637855842223,-0.306311160073845,1.04536271288992,-1.51699242727063,0.540649048057561,1.77890265458509,0.759157054691675,0.095518856123451,-0.833632275443867,-1.65627585134347,-0.133600391113704,-0.352561982130817,-0.436006583715519,-0.751820603060344,-0.212042373919838,-1.27914535999298,-0.141206562323006,0.790125269223065,-1.30381721359199,-1.02431492010752,-0.449801297496906,-0.0191482342877545,-0.900900363922119,-0.0127633791416883,-2.04713870982735,-0.31771465587616,-2.44395706451876,0.742910981178284,-1.06775168884967,0.0910550119543748,-0.143983081453866,-0.268929617252465,0.421951488834369,-0.603180850102192,-1.04932358205033,0.168228335292658,0.707816447642696,-0.85666940018803,0.130407862928277,0.585470109739358,0.834315836429596,0.248666391644113,-1.69271332484589,-0.962041366972207,NA
"216","1975-12",-0.291848361181716,-1.70696489128024,0.320063992558205,-0.0809770675650605,-0.751785567246787,0.659059411043949,-1.87006093355764,0.0581809648838944,1.91178808871068,0.054263454034044,-0.641875092288062,-1.45269104317897,-1.78280848198868,-0.0701253358047482,0.039275214054654,-0.730835710032369,-1.09570540132977,-0.241249330205972,-1.56838655471802,-0.216134412252779,0.62881214122124,-1.70082998697919,-1.58619671397739,-0.249813658880512,0.293223204010521,-1.13303756713867,-0.852560639381409,-2.2513942314654,-0.847624196052551,-2.36392810172512,1.13301193714142,-1.27051497517376,-0.325296395997305,-0.442340000461962,-0.83501950236129,0.688706197686307,-0.979780936487599,-1.0795877034717,-0.116136439936839,0.270416449830423,-0.88199460891985,0.29184999676948,0.357984664902433,0.970828533172607,0.140656429401818,-1.80597407833542,-1.36202944090371,NA
"217","1976-01",-0.481708067655563,-1.54599386926001,0.584978772871502,0.305068181115815,-0.692817276893219,0.638704635669501,-1.61068480822698,0.00991546897846891,1.45058999814485,0.412433909234257,-0.258085696514676,-1.56225487815334,-1.57266522732162,-0.1654755576928,-0.155723858174298,-0.792652414426514,-1.2075006356315,-0.523345375323266,-2.17324590682983,-0.10141691563137,1.0441895125547,-1.82481266723238,-1.94206150372823,-0.620857050488146,0.306869680614282,-1.73007261753082,-0.379544138908386,-1.92981437083004,-0.676207243442535,-2.02874180497027,0.48572763800621,-1.22920087690747,0.47864822719623,-0.221189982625942,-0.603235610163277,0.570552657416956,-0.556934336465302,-1.1389462304338,0.338813298069398,0.816341789281366,-0.978758276937227,0.259630812204898,1.11362932311344,1.05169928073883,0.46725362063453,-1.50762583122919,-1.4689204447827,NA
"218","1976-02",-0.195701123277346,-1.32558412409504,0.672612152384497,0.371407596376747,-0.568098293438953,0.671498214947514,-1.78936636004849,0.13191079349099,0.713913323769444,0.29433445114371,-0.271414139167152,-1.81783452336286,-1.52768237730087,-0.0389545516752645,-0.106150558835107,-0.822993204187445,-1.05761668984852,-0.260818854600115,-2.00889325141907,0.0245101589180731,1.05404439870397,-1.79659127934245,-1.80347697823136,-0.40013944009838,0.431672017769379,-1.43187534809113,-0.515630483627319,-1.87367044581848,-0.580976422309875,-1.96276188336615,0.268967509269714,-1.14891891017875,0.551523984392879,-0.0608312574077384,-0.497399124120428,0.627533808312477,-0.756028646650804,-1.26132753961172,0.3103784512642,0.929874059800893,-0.948466224755979,0.525819255206593,0.89614810889474,1.4671231508255,0.25260909709347,-1.60812377594092,-1.37584412743286,NA
"219","1976-03",-0.506949079036713,-1.44911630553031,-0.00173945508674899,0.455413519545596,-0.989331451574124,0.529517629797959,-1.36479116399347,-0.482696833950238,1.17251324514417,-0.071121109992558,-0.529468230453155,-1.98219288097569,-1.16940604211344,0.0639269906204022,-0.577487196741749,-0.690998883493746,-0.912499354945289,-0.691808013113631,-2.24078226089478,-0.0150008408148124,0.971229643444319,-1.57213351952286,-1.37898199646561,0.262087308729134,0.178745214844213,-1.85558390617371,-0.725984811782837,-1.76375417625012,-0.94756969499588,-1.76078362780995,-0.229916721582413,-0.805480153061199,0.315273287420348,-0.257211150438441,-0.80842475469728,0.582287938089128,-0.746096453667836,-1.68284915352774,0.512306072893991,0.88782909887533,-0.875193302787832,-0.44916633485876,0.566532536488734,1.52338230609894,0.287783880105676,-1.33774256678387,-1.37887670124248,NA
"220","1976-04",-0.0496428032716115,-1.22547277873344,-0.105666335377453,0.532445270624028,-1.25205360956271,0.389841285846618,-1.58065140379785,-0.699101763067465,1.33955035962557,-0.263855710405509,-0.807632719237998,-2.03492637509461,-1.53026552246183,0.373947549047444,-0.430890184750469,-0.908411654907622,-0.746056598330301,-0.760355842424112,-2.25366401672363,0.16749160056503,0.867795586570364,-1.84895827584379,-1.53675413131714,0.27087289025977,0.264682658519985,-1.95952677726746,-0.75604236125946,-2.06389875823949,-1.23200465965271,-1.96469715034955,-0.184297010302544,-0.912027571215907,0.704928018955844,-0.0861955263352674,-1.28711322609518,0.633460189956216,-0.970772727863911,-1.67025427167749,0.312549603130024,1.00750103678552,-0.921976863888676,-0.166304736510161,0.320852431448056,1.81216681003571,0.368463186883771,-1.40041072453907,-1.55788304598997,NA
"221","1976-05",-0.781601069122553,-1.05860732231546,0.0148108069780306,0.224168624592056,-1.31353404813495,0.218776987309143,-1.27337515549502,-0.91828491829904,1.39622314446851,-0.473919939664413,-1.01935144470423,-1.86145718170821,-1.67387996333156,0.454342581162246,-0.807264784577719,-1.47684408406293,-0.564185302408915,-1.14659587537995,-2.31400108337402,-0.114927864160784,0.586524166041071,-1.36068013034997,-0.903297179275089,0.645139196402106,-0.140647335877539,-2.0916645526886,-0.592024564743042,-1.88419417180172,-1.31474260616302,-1.8883897229817,-0.561774134635925,-1.27336481691136,0.557661878627727,0.364261858285042,-1.45201461155558,0.381951041064694,-0.906005427154101,-1.83590119779268,0.0901416067504944,0.717562642145319,-1.26535248011465,-0.035234906933677,0.28441152540123,1.08355438709259,0.28355447898552,-1.18279370233886,-1.41068715312834,NA
"222","1976-06",-1.38555953701337,-0.986860272402947,-1.14794488887984,0.18195060508232,-1.61469321948206,-0.0116116471418933,-1.61318279884464,-1.6046361484921,1.36302043042685,-1.28448316406305,-1.54483538975433,-1.87730322006046,-1.48123393969303,0.172974964424484,-0.975486902311101,-1.21578995777768,-0.527910093939494,-1.54247504501643,-2.18798208236694,-0.528814895929653,-0.292193488657775,-0.963347298927529,-0.818120082219442,0.720878130444764,-0.297861030651889,-2.07574057579041,-1.24606108665466,-1.88250568227703,-1.67209770584106,-1.55399341146822,-0.682644903659821,-1.30470832546187,0.338540748379519,0.190097332531956,-1.50567175833905,0.386072133865179,-1.20814811055615,-1.82676008896648,-0.325810514992776,0.469543339005917,-1.29336130780512,-1.20151777273268,-0.476919884160394,0.952495992183685,0.268756960711932,-1.05145535559608,-1.37345491928083,NA
"223","1976-07",-1.10923494299253,-0.78037525053449,-1.63533514397061,-0.157477064707562,-1.78937024761129,0.154446131299079,-1.84123478166998,-1.20694520774133,1.52938742841545,-1.67619782815281,-1.88292779196733,-2.29815873768188,-1.58757101527558,0.36671002996735,-0.611073133142651,-0.78304855458006,-0.488635584475502,-1.41678837928812,-2.2586076259613,-0.845325276187281,-0.845993118138266,-1.0824635256628,-1.00351918185199,0.679962457973444,0.0971029495388625,-1.8734290599823,-1.26318156719208,-2.37480941499983,-1.7993484582901,-2.03158202772085,-0.325149655342102,-1.67424296818742,0.450223559603268,0.636756465323135,-1.87067133448814,0.314475445562914,-1.772542515419,-1.63072022186084,-0.62648453374951,0.243430892924582,-1.15293068335438,-1.57844512821665,-1.13585206294172,0.993366003036499,0.411741751891465,-0.805237635882059,-1.63641403920276,NA
"224","1976-08",-1.37696851889292,-0.621748984976095,-1.60906475393926,-0.426958856335615,-2.28534220408358,0.129837308987302,-1.74579235652322,-1.63932750017209,1.4924850801104,-1.77557741024333,-1.99496092394838,-2.29227917550288,-1.44152813701813,0.529823959652474,-0.519797309441114,-0.971040392984929,-0.631152664858197,-1.55299290625764,-2.75539398193359,-0.912688004709275,-1.17765579572431,-1.54746409118677,-1.42651891266858,0.884533428544763,0.13240028446981,-2.54812216758728,-1.60691463947296,-2.10369272772147,-1.91470572662353,-1.52834167787447,-0.0844388157129288,-0.888279152353969,0.457765252987358,0.994626488906436,-2.06267926080631,0.157064634069813,-1.41243943528002,-1.50333563526741,-0.450887434234153,-0.0638388651113809,-1.48783635636664,-1.72193576339007,-1.18432826886346,0.681246280670166,0.447261948469389,-0.181593744505589,-1.97296934567536,NA
"225","1976-09",-1.13830734292666,-0.412668129741422,-1.12812804170509,0.0125335165893779,-2.08071573430703,0.251709542153147,-1.60518897802327,-1.24887353891713,1.22508739813378,-1.27855324111329,-1.77127502798083,-2.21256403747512,-1.1302384905823,0.577388089076632,-0.601445402168288,-1.09288417318734,-0.966335721432217,-1.58289059204018,-2.35235095024109,-0.561145209557298,-0.576608639904306,-1.74718312811991,-1.48032726623394,0.507803049282298,0.54938172115651,-2.27338099479675,-1.07688689231873,-1.86861964949134,-1.95506268405914,-1.33940532148713,0.191492781043053,-0.0545912583577888,1.05118730229327,1.28543831520993,-1.83833430386632,-0.187538263906552,-1.01519125607267,-1.4806462379924,0.0474463818182299,0.51235219162983,-1.71785944523066,-1.23523661471653,-0.593457366421912,1.15671002864838,0.52944100511495,0.456447567125677,-1.88253166608345,NA
"226","1976-10",-0.453681743144989,-0.403921279115112,-1.11310287088304,-0.268361386557793,-1.97729972434988,0.202302126634857,-1.54254584095285,-1.0261334328181,1.89659062592607,-1.45894451047874,-1.77689865216863,-1.98601030342906,-1.56089710862262,0.750461151447831,-0.029676226918606,-1.30037316901609,-0.759708642959595,-1.13026619417185,-1.83488011360168,-0.619838466134035,-0.512053687124599,-1.42056509246557,-0.591334565922066,0.493820722227292,0.907819676753773,-1.86055338382721,-1.19524490833282,-1.71666613733687,-1.96606806182861,-1.32446327830655,1.26972687244415,0.104106712807744,0.406074683371913,1.81094218852395,-1.93058562265719,-0.483177200405856,-1.32133632377021,-0.517638681556461,-0.115690073292573,0.417252417608803,-1.80509033596241,-1.17636809808849,-0.886093465346135,0.591751754283905,0.899508869787664,0.407519817060705,-1.23495140967891,NA
"227","1976-11",-0.75432244737943,0.190304566762855,-0.810168562206759,-0.20176565441626,-2.30638729079625,0.162403999568316,-1.23752855540409,-1.27291493942902,1.51167061705338,-0.999588326321866,-1.70885475580221,-1.87017650219073,-1.50816289290101,1.01274038321502,-0.0309184617564879,-0.990324383429945,-0.509747205272553,-1.3041006051064,-1.74194061756134,-0.386933704917624,-0.249709715720641,-1.3817334660918,-0.52349219498811,0.441293218602579,1.04318985714914,-1.85434710979462,-1.03973460197449,-1.47386333800498,-2.20726306152344,-1.23137883114607,0.797297716140747,-0.0863446065113632,0.541416034670809,1.91026958755782,-2.25008903122991,-0.443569372710373,-0.888364977136418,-0.116272596855772,-0.116376865525672,0.490246203780984,-1.63953136244907,-1.05938369139044,-0.415295894559869,0.213544294238091,0.674088252463962,0.445135341781067,-1.27386596094615,NA
"228","1976-12",-0.543224372466405,0.682754283950396,-0.577506812228196,0.282782227042586,-2.1584710038028,0.361554933720294,-0.876497597539136,-0.784593496959778,0.608381334731453,-0.79378186939716,-1.61882683337842,-1.61707009598765,-1.55451541939451,0.786683400080757,0.213803730737747,-1.18637148367102,-0.759738376216283,-1.07120838392277,-1.23671019077301,0.205482256195077,0.17389613383884,-0.984507545043701,-0.216691976344144,0.213296286324271,1.14565341872776,-1.34719586372375,-0.529347717761993,-1.19795982111879,-2.05284837150574,-1.27465623756208,0.814634740352631,0.396547575007885,1.25903864736185,2.11184674011886,-2.06839947140282,-1.1615982101054,-0.623691779163505,0.568483990890898,0.114620040687156,0.838667120037401,-1.62928446155686,-0.391700517170142,-0.0192266781781343,0.481967717409134,0.715463982240544,0.609431912988941,-1.07514185677213,NA
"229","1977-01",-0.0229751219352086,0.737472112322988,-0.500245181089777,0.164565908098684,-2.1635469802647,0.526883757331171,-1.31840272621116,-0.420525407371245,0.76528911982712,-0.83786460044744,-1.98823741908245,-1.4198582826826,-1.70321117092546,0.797453391333348,0.607626160508487,-0.90317460271082,-0.757754214226253,-0.727256323946248,-0.622764587402344,0.571378255224908,0.337353760704796,-1.04459087636874,-0.139922592650961,0.159458241212738,1.58330117529941,-0.927594184875488,-0.875595390796661,-1.59106791215689,-2.00851347160339,-1.54785639401103,1.73736238479614,0.267401777198738,0.782004105683978,1.92512538983396,-2.230863530714,-1.29268017874826,-0.925851209591637,0.986320618713341,-0.250170713330886,0.518385992221868,-1.18408188220353,0.380739910633001,-0.232878823827569,0.876979410648346,0.292221210898296,0.288685348687842,-0.910920520639828,NA
"230","1977-02",-0.0913792689641317,0.953599321805996,-0.0289408958169507,0.642271088381172,-1.93532003951408,0.745937888062252,-0.683019017211673,0.145495564909289,0.240754692864261,-0.420370515837309,-1.62165528449792,-0.982032328140151,-1.16065419068488,0.507518542933313,0.812269975967479,-0.730705075424517,-0.908647718883696,-0.307275959560843,-0.00410294253379107,0.965673890708986,0.871763965602057,-0.416008040703523,0.757312712845979,-0.597189797743396,1.65373992773786,-0.538494646549225,-0.402734935283661,-1.20465813322132,-1.50936447143555,-1.2057921228028,2.04121494293213,0.524713555388494,1.51546039507658,1.83537801024285,-1.96898908406659,-1.47810797798893,-0.338512882079519,1.59428830339451,0.00545330015868496,0.94610706194729,-1.04536293782004,1.0401353199491,0.826835489783257,0.715216875076294,-0.0260115116071214,0.780433908918632,-0.430794007337593,NA
"231","1977-03",-0.0788040200869243,0.825665085850216,0.278473348025029,0.586536354325105,-1.63356026333411,0.71649864753177,-1.06357106476677,0.521011218424745,0.236719177385691,-0.261040116725295,-1.47323517834042,-0.658973876723605,-1.25669538091416,0.321466229500778,0.875859574518718,-0.616565471232605,-0.703913612025125,-0.0616788513139052,0.189270928502083,0.850364251508811,0.923749111751547,-0.363608141000361,0.762831500282994,-1.05651379136001,1.63476864911776,-0.322957187891006,-0.215032041072845,-1.3486126579395,-1.39676299476624,-1.28733335073269,2.16121602058411,0.194967017762522,1.3913100121132,1.60253142517073,-1.77996317128666,-1.29855469418984,-0.19283169308264,1.62631299497598,-0.016258126169022,0.963001288479582,-0.863385445271896,1.07475656464712,0.964894947017269,0.763049364089966,0.272139228894009,0.507288024507872,-0.341960009298388,NA
"232","1977-04",-0.255712878704071,0.775533105161509,0.641361455334842,0.498246300457553,-1.13163717686749,0.578880276560025,-0.831379378280765,1.06338338701023,0.124283740738113,0.0322144578058715,-0.957904909932392,-0.361079221419373,-0.713815075013884,-0.00421183390459051,0.589391748285083,-0.033257587073369,-0.635149828025273,0.162536515195117,0.374884158372879,0.680583479729566,0.9178202879343,0.0561866463276434,1.0293152751746,-1.03976645033976,1.54405067466424,-0.122775189578533,0.537887990474701,-0.825658626094156,-0.891323331356049,-0.775367695184274,2.32176804542542,0.696765317956971,1.23966028535149,1.41366863858614,-1.24755291922496,-1.17372914668383,0.103919612910078,1.42565708129346,0.242789014447833,1.00050860019724,-0.357635721739656,0.993018738933529,1.15957900626285,0.678958833217621,0.319234256007592,0.774742871877331,-0.146974962311645,NA
"233","1977-05",1.13384146690369,0.29691519096554,0.293371261506277,0.530818317743102,-0.997976376312294,0.655984215941288,-0.916175925937146,0.970430335898936,-0.306928124955218,0.073709036844393,-1.11940233628643,-0.648439912659503,-0.359930028576214,-0.338896251940834,0.901909709638564,0.443669666289902,-0.798645919277555,0.699678712396977,0.671081244945526,0.606443217312368,0.897278296696563,-0.477670759119293,0.484409278189694,-1.56574588714961,1.54827141966213,0.263277024030685,0.181814461946487,-0.940998235024562,-0.81037054681778,-0.598666467751501,2.46920800209045,0.974322367653775,1.02310660743397,0.873862955786476,-1.08668171480054,-1.09673385854405,-0.00437375906499625,1.44977593995484,0.399144113603812,0.67891975212936,-0.108912833825316,0.630300947607274,0.832899703797816,0.971067488193512,0.0677626845838132,0.818853783432917,-0.251116263347376,NA
"234","1977-06",1.87797074317932,-0.0341271637090546,0.408233285265562,0.1504950280575,-0.549090849352218,0.90039385512592,-0.98005788922575,1.37698052516937,-0.384365813630192,0.337135793595664,-0.664757659348891,-0.566527827123679,-0.67122487052293,-0.413650434189037,1.41563119889351,0.145258858118934,-0.90788504717842,1.29962972807954,1.65898215770721,0.399636994647768,0.71142979698723,-0.590529430732638,0.416895665780262,-1.68062790515132,1.5010561639632,0.887140095233917,0.391891419887543,-1.17175535998377,-0.35329708725214,-0.981501903359395,2.43320035934448,1.39570348998275,0.540484374660881,0.618089696937089,-0.877341731780214,-0.895263411265175,-0.159830888898712,1.74077812640481,0.475279767147122,0.328809147092285,0.091562508661973,0.701552820796569,0.771659776235548,0.799751758575439,-0.0785569618267792,1.1130930237865,0.255915081484721,NA
"235","1977-07",2.4119670232137,-0.267076668450948,0.511410052391853,0.461463242303991,-0.47966776920856,0.655990905351983,0.160800191478015,1.36561362697445,-0.596141631116992,0.880901758337308,-0.298617625966362,-0.0161319111601463,0.0213872544579593,-0.674344592312896,1.59372363944537,0.550892554755833,-0.91843913471888,1.60193784827163,2.44354510307312,0.476559945889058,0.840949103247396,-0.73425996032789,0.455444181682887,-1.55886607812214,1.36114167266913,1.62031686306,-0.0187051054090261,-0.228102788656545,-0.328382997751236,-0.210256298255513,2.54878211021423,1.49105283404709,0.361829014423969,-0.0556864951222812,-0.620734053084759,-0.821679026143284,0.43972914382927,1.76745875977507,0.48831971679977,0.199948231713536,0.601836426234079,0.808991301572707,1.19555553222748,0.918816268444061,-0.15930185993258,1.30329553094604,0.339639987368449,NA
"236","1977-08",2.42818762461344,-0.384931129235246,0.809625501578572,0.297667331607241,0.108453406823677,0.129409573850878,0.716342709984654,1.57637121419741,-0.665085744387225,1.66745682149533,0.429519888297709,0.216978813104278,-0.0495882835159543,-1.12376735641108,1.6457398863897,0.605570083602107,-0.740208738380008,1.9472434532107,2.41853666305542,0.403713729342467,0.993311715159335,-0.156911360414844,1.68211006676709,-1.8055823018263,1.35023868722767,2.11763453483582,0.301503419876099,-0.209547438022434,0.278726492270827,-0.191451763791662,2.65096712112427,0.975026573956195,0.100907870705794,-0.654877978662829,-0.0539720678022271,-0.762379275884961,1.02798068169495,1.75869817652327,0.520443044512027,0.166696684929218,0.805547524287801,1.09167266742025,1.48296134782982,0.72346031665802,-0.300138137021112,1.39341960662315,0.775691480629281,NA
"237","1977-09",2.00605235099792,-0.286731864554197,0.464120078609506,0.233927441933517,-0.24570355655585,0.079081085540026,0.987260902291197,1.29316497869407,-0.538718867850931,1.59738448390123,0.224676289381197,0.149027841821016,0.243239462124811,-0.908228703919992,1.36145175860372,0.614450064039012,-0.384755127013676,1.63849691321771,1.68272662162781,0.228547362594359,0.541871135579756,-0.299128983384575,0.638911556314539,-1.63949225442252,1.3682672072724,1.29693388938904,-0.263689696788788,0.24881706104088,-0.0281175629980862,0.27257226581077,2.51606035232544,0.118619441521277,0.131772043643702,-0.731799825111451,-0.365587191181919,-0.816273965031798,1.01314429931759,1.59969168212235,0.151598550411274,-0.112901859854291,0.756967389556428,0.798593377535063,1.34185888415245,0.34532219171524,-0.249746415413176,1.03793338529569,0.32253012267875,NA
