"","X","AD","AL","AT","BA","BE","BG","BY","CH","CY","CZ","DE","DK","EE","EL","ES","FI","FO","FR","GG","HR","HU","IE","IM","IS","IT","JE","LI","LT","LU","LV","MC","MD","ME","MK","NL","NO","PL","PT","RO","RS","SE","SI","SK","SM","TR","UA","UK","VA"
"178","1972-10",1.74792521794637,0.983437198959291,0.361420439833784,0.621944951608659,-0.750112573952815,0.64595039769737,-0.548721401257195,-1.30510406653128,0.140311036062868,0.392675038904874,-0.665142486909653,-0.710667783376934,-0.62417357747012,0.904515039143191,1.02469305682732,-0.594520372837756,-2.07739581759014,-0.440271142654008,-0.0911869928240776,1.15882746724076,0.395460055565069,-1.64253045321541,-1.00963699817657,1.08278698632883,1.17212545815311,-0.448677659034729,-1.77699649333954,-0.0776490599981376,-1.05629397630692,-0.759841516876125,1.55172336101532,0.504650809394839,-0.125885193634649,0.834743891919993,-0.78437299011835,-0.323072883338569,0.40519525764382,0.00696235019799977,0.620781511285492,0.404760893293674,-0.538399274818245,1.73484146720927,1.03851982193118,1.78813409805298,0.469793663600801,-0.639313199709324,-1.42990924352801,NA
"179","1972-11",1.522096880277,0.89614488484813,0.363988677523474,0.782971089777339,-0.903815150070617,0.583735169543465,-0.221440022358724,-0.918184727894313,-0.364769069675209,0.0939894693500827,-0.538127379786461,-1.0760987433005,-0.523173286934892,0.822971872494947,1.07297933763009,-0.501308335963675,-2.4629763724312,-0.461278461629254,0.0945819094777107,1.35075218076268,0.360644340103563,-1.53943265632641,-0.865086849089022,1.45263055819513,0.578787515078235,-0.152533799409866,-1.52047801017761,0.224330612662293,-1.02779466819763,-0.455970046814957,1.07330632209778,0.679000219657151,0.00436627659576005,0.914454756123064,-0.590784759322802,-0.442807628145517,0.487946300457148,0.266506663386218,0.683625054298918,0.552872082850346,-0.450170269766394,1.9165495338316,0.82296884813519,1.3990558385849,0.385548572696412,-0.374465363100548,-1.43304124246483,NA
"180","1972-12",0.995952963829041,0.785761087411932,0.134579386024629,0.703653309385753,-0.895740996794073,0.454224656319577,-0.555693773575975,-0.79958678516871,-1.30832083476217,-0.361769289006984,-0.82876926368566,-0.732114254227689,-0.721968180836733,0.451515181180007,1.22199463167519,-0.459434939521035,-2.97198439779736,-0.304571478018455,0.674564599990845,1.31328512932897,0.225756444855037,-0.912393578537544,-0.349188789932264,1.59282975171169,0.902613478855942,0.224275425076485,-1.60881280899048,-0.157757643385201,-1.13922204828262,-0.79801521776465,1.57643640041351,0.296559346059411,-0.242891667376753,0.632658130371614,-0.763318345129816,-0.682291928749505,0.144015876159098,0.70051014687963,0.439948014538484,0.398633548700465,-0.628514176018401,1.90197509914669,0.499405635890234,1.33780419826508,-0.329646671575322,-0.823586101356143,-1.08429774721695,NA
"181","1973-01",0.443058129151662,0.663322476626408,0.330593684419471,0.746554741305476,-0.947197376882436,0.688564051722456,-0.619244033247365,-0.666828892533496,-1.6095019770296,-0.580259561250238,-0.697884302196452,-0.564345505055048,-0.565596037000513,0.66994234654076,0.836028182423381,-0.0841436654892997,-2.9399532666282,-0.515227168298526,0.21054795384407,1.26906804651716,0.208575611274872,-0.878139734504689,-0.787598901324802,1.56717727546263,0.82668989064969,-0.118736118078232,-1.30311071872711,-0.13173062920271,-1.11419385385513,-0.650594061301677,1.55114126205444,0.156406280278749,-0.216513497517081,0.727652485620244,-0.699655476521925,-0.218921680516271,0.134743106043384,0.530656255912363,0.477902382848457,0.449186715632058,-0.381372797974506,1.88765141119291,0.395770561259574,1.44471228122711,-0.3460923133521,-0.833279184271544,-1.33678287444234,NA
"182","1973-02",0.244857448587815,0.764833707148247,0.378914233745627,0.955549919581582,-0.621546688968956,0.868360034971634,0.0827334865200204,-0.705703849930821,-2.11232719860579,-0.154575253826847,-0.40864109858512,-0.35047049964102,-0.345912425761222,0.702377369550616,0.393554758194049,-0.0560774451820013,-2.63282785339961,-0.766212308304862,-0.41788575053215,1.1688086827905,0.313162482413759,-0.821379927609014,-0.820605739399239,1.71297710059056,0.508042759471061,-0.677744925022125,-0.903314292430878,0.234663908799895,-0.866593289375305,-0.314057200741559,0.440865874290466,0.772169625467481,0.0730902343914283,0.681679996127256,-0.28043380214278,0.158479713675232,0.636067485984982,-0.280733979840113,0.807804467412683,0.486068971230117,-0.165350304311523,1.55758196025086,0.861420228092743,1.19511711597443,-0.261184337333229,-0.200358065413986,-1.46348564969055,NA
"183","1973-03",-0.0255504054327806,1.12648216147062,0.585557445068496,1.05999422569193,-0.783932320687963,1.45258286646707,-0.063760280061606,-0.837608032388643,-2.58039857086382,-0.172040591944651,-0.565683952007606,-0.537374140877764,-0.202717047339981,0.947305218359936,0.186868871916377,0.0144154651347451,-2.54221709569295,-1.01833641699223,-0.856214284896851,1.01026349587209,0.207269900152629,-1.21102450294748,-1.17262957051948,1.51513298302392,0.50133620681819,-1.00347924232483,-0.577677428722382,0.13572982495562,-1.13474221372604,-0.326867361787194,-0.234120443463326,1.19708819480482,0.536728333365589,1.11439478935317,-0.383841796033084,0.160883853614181,0.604968974101598,-0.592440058380674,1.15892193432046,0.729725003969927,-0.196905707966737,1.2639056978382,0.801356727714672,1.53732538223267,0.0171878054442432,0.0505215596668433,-1.66579188022448,NA
"184","1973-04",-0.346484285593033,0.912115135052909,0.225447797515796,1.25712106673751,-0.634729641302944,1.58719892875063,-0.194629639871476,-0.834948541295918,-2.73829442199908,-0.240724503910724,-0.577168141635621,-0.68677968370951,-0.423787374883534,0.559443735793227,0.184657532797316,0.0779156827361031,-2.67070349057515,-1.04255613600076,-0.953626394271851,0.921167668577899,0.170595249869335,-1.61562733077715,-1.61348701406408,1.54362135499876,0.27234371141554,-1.11795926094055,-0.586452066898346,-0.0795992966224344,-1.0045563287735,-0.60047937562698,-0.416696131229401,1.15418719663897,0.66277851417636,1.04426839052017,-0.442995965700658,0.201682785392041,0.461236474825218,-0.506557319122171,1.02361515450442,0.823318592817806,-0.0429380654497212,0.866373190932775,0.436489659585136,1.06478917598724,0.0832777990754378,0.00528817510083986,-1.74608929822035,NA
"185","1973-05",-1.15156259735425,0.791222346311639,-0.539800147474071,1.03055657900867,-0.763728588762411,1.56233433153133,-0.0239751092860893,-0.744792392217377,-2.80419416553096,-0.64058155793615,-0.881034399856062,-0.844119387858972,-0.206762573611101,0.311358989722143,0.234115913313135,0.159721772028905,-2.68421359667702,-0.909777485966555,-0.912576019763947,0.287386595639898,-0.748553014970545,-1.90498750237094,-1.68498315193035,1.35216748218633,0.011211751573865,-1.02233421802521,-0.772095203399658,0.0163626946508884,-1.21621790456772,-0.420987395570664,-0.676462769508362,1.35975487988659,0.636024473828092,1.13968352602277,-0.601484220161464,0.371650067605864,0.407789713392315,-0.166733396038683,1.16885533154263,0.853586103292824,-0.0585285946753106,-0.300575932756244,-0.221604914493501,0.772094786167145,-0.316093160293204,0.497058533858874,-1.67663898246056,NA
"186","1973-06",-1.03380672136943,0.673241283415783,-0.114759189985804,1.24225887884069,-1.04443733038269,1.59704421397649,-0.0366537696148312,-0.463315362695529,-2.78914784255781,-0.627192045962277,-1.15845963456427,-1.41164949010441,-0.332804493123674,0.226589972258615,0.283938081154647,0.337767865544,-2.68961850045219,-1.01382474494155,-1.08809196949005,0.581444249082259,-0.269658590678253,-2.15674995490527,-2.26047494676378,1.08668042966507,0.150215600178738,-1.20522427558899,-0.383361250162125,-0.152806833650993,-1.43243172836304,-0.680265489029936,-0.567203044891357,0.656841213490803,0.754401615257089,0.915306107944637,-1.1122544411753,0.277903830203457,0.259613419751408,-0.155482380944792,1.1601835091647,1.11682412822679,-0.174359778910204,0.11855012791197,-0.000863866007737118,1.214240193367,-0.711847269922216,0.352098617488934,-1.9695702034854,NA
"187","1973-07",-1.12745538155238,0.4539067385952,-1.08737710951573,0.301729582412874,-1.16591899072226,1.68789011438117,0.34046282643449,-0.47436601806144,-2.78171806837383,-0.998865666897456,-1.26579731134732,-1.39240437305412,-0.548668449395544,0.234579388272192,0.319967310135543,-0.083231263352443,-2.61821442937094,-0.80155079060393,-0.906754016876221,-0.344130477122368,-0.730859296349048,-2.13470962577339,-2.46791043987981,0.79638959418183,0.00411642708858924,-1.16252529621124,-0.748758733272552,0.0629449805475417,-1.66539434337616,-0.365023539647554,-0.370733082294464,0.638230764182336,0.369125562866726,1.18499420018403,-1.08979168693876,0.429937199786418,0.34434545692957,-0.0808814068692244,1.21293991179391,0.701153196941894,0.0444445026947851,-0.878438633932194,-0.383366828066509,1.10458242893219,-0.856446950170877,0.405358554791119,-1.66894323322085,NA
"188","1973-08",-1.21282793680827,0.395659184674563,-1.26586506841936,-0.317895093430508,-1.59680340421002,1.26101432862979,-0.0103869708724738,-0.426789082424376,-2.80818749728956,-1.32494719662778,-1.75220670862684,-1.57624314238445,-1.25041164670672,0.155448457655765,0.232954718027494,-0.565586290621912,-2.55404658166189,-1.02815841629462,-0.62312525510788,-1.00856874030577,-1.27751381373449,-1.73126984651648,-2.39999260725798,0.942471247553153,-0.0569481485067798,-0.777946531772614,-0.862647831439972,-1.09761618373345,-2.21703373146057,-1.1819249627013,-0.288738995790482,0.11529654763263,0.349624583148591,1.44948748017692,-1.41479714620309,0.362935021806967,-0.708889403571725,-0.111739933389284,0.54170887781723,0.505179790849786,-0.0571138374122377,-1.09670668485234,-1.10659600539533,0.528341233730316,-1.11189114324407,0.449574545766081,-1.5117875185301,NA
"189","1973-09",-1.63203773498535,0.570423027655856,-0.999960586954075,-0.260897484475653,-1.53658361639709,0.85075495708665,-0.0506426392996425,-0.402523846574781,-2.81234900574935,-1.62616073778559,-1.71683813112246,-0.972758021322984,-0.745796088289866,0.366417686168323,-0.23439543524487,-0.44089173861789,-2.57875510624477,-0.883712970156717,-0.387462347745895,-0.943888741098285,-1.71468934707492,-0.764541051394576,-1.69141311998721,1.09017112953514,0.114980740200068,-0.500950217247009,-0.81626945734024,-0.887412366712985,-2.28263493156433,-0.855233466391131,-0.590092182159424,-0.425388258535113,0.177227281775344,1.68419864859822,-1.12892261811944,0.370917133719667,-1.25169076574889,-0.173260462715933,-0.0945612110593341,0.380848583765797,-0.189857357530182,-0.124647530536384,-1.37181031292689,0.948180437088013,-1.38411209861918,0.0727660041601127,-1.13363298511546,NA
"190","1973-10",-1.99137735366821,0.0698658711393835,-0.961222288905833,-0.66534859054481,-1.23692452237676,-0.138271829964051,-0.0778579017160679,-0.0981488619719839,-2.69979181164189,-1.28787079611361,-1.23017472815442,-0.975957992410855,-0.530530089375108,-0.111135370902419,-0.645091779038629,-0.412767938259472,-2.50355242547535,-0.877971058327439,-0.490549355745316,-1.00033215177283,-1.72190685464769,-0.8019844400068,-1.50555687480503,0.924336860334069,0.03475422774042,-0.581115663051605,-0.611111462116241,-0.995551499525706,-1.86160825443268,-0.587117665167947,-1.17547214031219,-0.974186931409238,-0.160127261514539,1.01797715269217,-0.618618623464485,0.271305562168677,-0.945753196732119,-0.647669567699321,-0.691834493554327,-0.280225343649779,-0.327435117445765,0.0522652501210102,-1.29858670307942,0.803241431713104,-1.68965712007893,-0.0492686465445756,-0.942836610659867,NA
"191","1973-11",-2.21296296914419,0.230103222858387,-0.918566448398546,-1.09080587355757,-1.30108733530398,-0.0503382798212446,-0.357378979217865,-0.416938299192362,-1.46407964668776,-1.27152275963213,-1.09701160641989,-0.707550931683835,-0.605673042186053,0.0997097179347143,-0.843342153074549,-0.538061037087776,-2.43340542959788,-1.20612711646765,-1.19969379901886,-1.45662903420306,-1.88631264288012,-0.640093121067079,-1.98065919787795,0.476955490843941,0.113662573751313,-1.46480011940002,-0.65776914358139,-1.18260294308468,-2.12176522254944,-0.648424704241506,-1.09036958217621,-1.15581319884423,-0.26821781492253,1.2159758968151,-0.670006547615828,0.336939506321556,-0.771043146124042,-0.744226554542352,-0.871101090897418,-0.391178923598563,-0.582530420583831,-0.536055110193151,-1.34984393713059,1.03534746170044,-1.5053857185819,-0.280433282465528,-1.15813280739496,NA
"192","1973-12",-1.38851670424143,0.58694305506795,-0.496149454707284,-0.548612305067565,-0.995497981402761,0.191618539728866,0.0287678287732431,-0.191635513756488,-1.13961097252996,-0.85967785401637,-0.717209309008896,-0.859110377424212,-0.596962255126812,0.45158933331698,-0.903643106812807,-0.491537266244894,-1.77909873023866,-1.13463325831123,-1.80499148368835,-0.995992256381194,-1.44656284204845,-0.858966920650326,-1.71070776162324,0.0564276069933651,-0.0104005807014685,-1.7701860666275,-0.106224671006203,-0.828189884270003,-1.81072222614288,-0.427749775357703,-0.842964589595795,-0.721577299798665,0.300299625630625,1.70351203253984,-0.33751182547049,0.536326414494275,-0.340360745465031,-1.17053618040065,-0.565314500095792,0.0205881125235084,-0.326632842406717,-0.393121545325121,-1.00695320125786,0.795592844486237,-0.987443016561118,0.23750438628136,-1.28552822762103,NA
"193","1974-01",-1.54845478534699,0.551701154942937,-0.308152833776618,-0.248204723243838,-0.636709202999204,0.00120704760832294,0.0399499528770333,-0.112276262018422,-0.324814605011316,-0.67180727163194,-0.462921688410298,-0.370084732556087,-0.367931373934963,0.229083998335079,-0.760009009248891,-0.400393507993877,-1.08242393202252,-0.954884419158222,-0.868263602256775,-0.8865520371038,-1.30078681978902,-0.104962122359383,-0.41625566477025,0.13410440196685,-0.449032490369328,-1.16961693763733,0.00915549043565989,-0.698467352986336,-1.40501856136322,-0.268331755335606,-0.55453497171402,-0.833167232080884,0.361434965831526,1.88079206521761,0.0414804823668623,0.701067928114539,-0.147211892807629,-0.749177266932244,-0.610993574033476,0.128424184312027,-0.145948333093666,-0.666195688775275,-0.767752094361503,0.158484145998955,-0.990880759668196,0.165441225231885,-0.455173973661129,NA
"194","1974-02",-1.31334563891093,0.788204348256231,-0.523120026459943,-0.443431338001066,-0.752842103232217,-0.278057937326493,-0.43726827679434,0.165058837930001,0.0536506085019362,-1.0420912156243,-0.40876504894658,-0.433325880839049,-0.363335939925157,0.345208902616667,-0.497552960473462,-0.00264074542515335,-0.995732227015117,-0.732757596314158,-0.100282862782478,-0.985110513812475,-1.25009047116124,0.0241983975417537,-0.357562855299976,0.378805153701317,-0.265307890510003,-0.564520359039307,-0.177373424172401,-0.659400825936373,-1.47039056301117,-0.317366615112559,0.609843373298645,-1.50838376420354,0.116516022762256,1.98172824230005,-0.259889781629779,0.583082852675231,-0.399410865514355,-0.237574290458444,-1.02329750136693,0.0590994384582236,-0.105973313731612,-0.800520120670904,-1.10309008216653,0.0947333723306656,-1.13623628675364,-0.362131202292796,-0.118539703833306,NA
"195","1974-03",-0.515991201003393,0.469195883561242,-0.555825658736574,-0.519190367391795,-0.407696216704983,-0.718154502306462,-0.567203314385619,0.374571663290301,0.545528111606836,-1.08011940994617,-0.36113084636489,-0.504095237843829,-0.528635120331859,0.372961367810672,-0.0387598449988445,-0.1794732251105,-1.23682176877582,-0.231559419761258,0.221641063690186,-0.721762211953232,-1.19320219795062,0.098288701765446,-0.107287398091069,0.512821583255889,-0.238310715450207,-0.214139759540558,-0.352948635816574,-0.727000842620524,-1.00439084386826,-0.412025444999015,0.859062790870667,-1.94173170805707,-0.262683892798661,1.66570392961106,-0.0800540928204691,0.214992641820974,-0.580697837920682,-0.117635640946496,-1.52109403951615,-0.0936179373827662,-0.247811306919948,-0.236382233158545,-1.2106442322064,-0.128829836845398,-1.11955011098383,-0.652482577915393,-0.00788115705104823,NA
"196","1974-04",-0.101625022292137,0.847417271233763,-1.13257185511328,-1.15921239917876,-0.842223743483481,-0.813173393073431,-0.870155341677977,-0.0461553250128702,0.475512331292817,-1.6308789587695,-0.81673773949625,-0.855235211286077,-0.875183800843886,0.499573790295874,0.336762451133014,-0.694815835860884,-1.25365671278938,-0.227285315703926,-0.0162132140249014,-1.45543556163708,-1.73573601830027,-0.10938270361366,-0.446890539041272,0.607384665343793,0.0604054537040926,-0.445665001869202,-0.818054437637329,-1.14607011085465,-1.37426347446442,-0.874838802906546,1.16545736789703,-1.84663372284046,-0.354134854491473,1.77933804631664,-0.533078019182539,0.0619183888065998,-0.911628194933121,-0.0654735526499269,-1.51010673040682,-0.321534849463333,-0.715989260415269,-0.904116069169499,-1.68544023284584,-0.339769542217255,-1.07126169106534,-0.789696315975693,-0.397374347802951,NA
"197","1974-05",0.398425668478012,1.29552437328858,-0.740334149578873,-0.599762132409418,-1.22837932797989,-0.418528171180517,-1.18894942866057,0.049795992668577,0.485376240665975,-1.16929303217438,-0.762563194146411,-1.038668353816,-1.24678997057887,0.753037828374042,0.0608059149332806,-0.916230110002539,-1.1446771091885,-0.395289257937594,-0.156089067459106,-0.656333963927758,-1.10444149643372,-0.218460123661018,-0.520552131312865,0.640599731627591,0.262753618976078,-0.712343752384186,-0.5986447930336,-1.10905389384348,-1.54556871032715,-1.09649993674255,1.23147761821747,-1.96253427183227,-0.0650384104895602,2.24532097309075,-0.760832265638263,-0.142581435805858,-0.927278693675572,-0.426720509019912,-1.50036768745197,0.117623693395498,-0.912208527116423,-0.353271831262893,-1.19203243263704,0.0777192413806915,-0.799526981417813,-1.05238624300334,-0.642889848591074,NA
"198","1974-06",0.194386886370679,1.50212063840044,-0.71945390207276,-0.354950397575417,-0.857088043543571,-0.321435967778231,-0.786209020970117,-0.155858094223543,0.220050125961241,-0.770745352566917,-0.480866591156004,-1.0766829996265,-1.20933977443636,0.862528625311295,0.0861265775030004,-0.84267128429736,-1.05370038842398,-0.340867995196898,-0.238002613186836,-0.47673857383329,-0.685531678583351,-0.229430208252946,-0.528245346965613,0.714608487651856,0.178409120782916,-0.771282196044922,-0.368568599224091,-0.8845983755994,-1.03652206611633,-0.750532219307198,0.984039485454559,-1.12159702606522,0.0610612085456674,2.66548272289524,-0.521587161320806,-0.254544743127377,-0.508909242154155,0.053125741216713,-0.977381188517507,0.584839926435925,-0.822072995885682,-0.505911387559652,-1.05296397139484,0.0294234324246645,-1.00925628315104,-0.601958973097437,-0.634018103171331,NA
"199","1974-07",0.348221184810003,1.14774792285161,-0.346070316753614,-0.434255579688701,-0.883200125866314,-0.623621581964559,-0.773863542839069,-0.590579031917813,0.217493555655605,-0.696988932067937,-0.521399818005175,-0.978237216945562,-0.965985551004016,0.607393325338657,0.0822323699617417,0.372303648549663,-0.927474209240505,-0.582417221739834,-0.28620108962059,-0.591800044357563,-0.645448558717271,0.0419419640890371,-0.168072754586184,0.754636728470981,-0.0425258492224128,-0.650954604148865,-0.363976150751114,-0.778643002711794,-1.03042227840424,-0.618878106302378,0.837258636951447,-0.733881710620101,-0.135705312346394,2.04002599961491,-0.585323756900641,-0.121502780589906,-0.22099041051536,-0.0541545985031879,-0.587308093690496,0.352506800918176,-0.523366060469041,-0.403535607140733,-0.951156933546564,0.109293296933174,-1.04509242464876,-0.301302071518923,-0.733074052647776,NA
"200","1974-08",0.487072424093882,0.882446770626403,-0.0664887021051312,-0.433530975504723,-0.618888465247544,-0.590490583825671,-0.399000271470236,-0.35619566529012,0.329821939408583,-0.3475215485143,-0.177247970134446,-1.07490809352608,-0.698698588519211,0.547655209203076,0.141999518573119,0.796039472776038,-0.804416258183737,-0.427667740021752,0.165576756000519,-0.0285585935909355,-0.0324817346661971,-0.209220694039959,-0.263796890326948,0.765446897684932,0.0276361455777354,-0.160114824771881,0.00236293091438711,-0.472389730594697,-0.837361247062683,-0.243557477560882,0.733267724514008,-0.643944740466295,-0.485039205909714,1.60434592910622,-0.395763138783434,-0.121618158370316,0.095267879841877,-0.0587334533869143,-0.393861460567261,0.300846176957838,-0.359723603892029,0.324878802012454,-0.335672809602012,0.571392774581909,-0.815293454169403,-0.52494854042221,-0.686369526687755,NA
"201","1974-09",0.82200091679891,0.560854244476509,-0.385450397854421,-0.3541425498694,-0.0693205061914592,-0.719354584027398,-0.513369502465769,-0.258240620558767,0.285895897202978,-0.347376330085359,-0.0130836011407453,-0.77380949864602,-0.983791753713415,0.196893993801983,0.132294666081629,1.18720248123287,-0.548675099062541,-0.159753408561116,0.741725564002991,0.143071209274357,0.147907195864634,0.331800146851728,0.448219835758209,0.918235285592,-0.339413543522636,0.473766267299652,0.510078370571136,-0.537006627651704,-0.2884616086483,-0.58026465258483,0.814069211483002,-0.0151006957350885,-0.117404839113528,0.936737480011873,0.0248280553320229,0.141451404376221,0.147247771007184,-0.160300117444023,0.050222221527085,0.349709927405793,-0.0568477172957119,-0.306956367664047,-0.370887861851144,-0.722274363040924,-0.591109797846761,-0.340307423049823,-0.387996857426354,NA
"202","1974-10",1.41419467131297,0.743037188897731,0.166233459166923,0.866488968402752,0.557591711928637,-0.769023163043112,-0.187746121847233,-0.0479566001405308,0.138832127616594,0.395868745839799,0.424652204841482,-0.354296145147829,-0.618094860573771,-0.0900141687129058,0.0881425799691797,1.2113285965152,-0.815967606173621,0.203726652141031,0.999930202960968,1.36731569692374,1.25131315754612,0.389295369011208,0.512738382374799,1.00140876357936,-0.21183494117338,0.806375026702881,0.832673788070679,0.569783720674665,0.258991173744202,-0.063981605836072,0.572618961334229,0.225174292202025,0.761070129191302,0.629478554164029,0.282976994111808,-0.00724608632825945,1.30840183130684,-0.418173232205422,0.350589940839604,1.00427428644224,0.313148044950876,0.462819828146328,0.967886801390658,-0.0519698560237885,-0.768621971597192,-0.19834950482286,-0.19911216184836,NA
"203","1974-11",1.54844683011373,0.807212319499568,0.045336749644913,0.915397766198295,0.932821311351592,-0.579762889711305,-0.131037701915426,0.0905428853854498,-0.634859191273388,0.455347658572904,0.328933860499542,-0.121677760865943,-0.489187710329898,0.13877139692115,0.240279002935865,1.37619283830806,-0.713056567169371,0.610858717729173,1.56733047962189,1.38635635059891,1.20500223685653,0.0397753654097319,0.943013721042209,1.19019312027194,0.101475661264617,1.35013163089752,0.709122955799103,0.49732725153316,0.513773552417755,-0.3160541599774,0.795911908149719,0.477912708995038,0.858046723143576,0.621984908135359,0.437717089438658,-0.36560684895787,1.1542255761332,-0.274231196554444,0.46796164531357,0.951880144365001,0.511441907522548,0.4268348591719,0.99355285854423,0.112748809158802,-0.966157841651144,-0.12610538277123,0.111338768178174,NA
"204","1974-12",0.775355474154155,0.75769875182314,0.442289149010582,0.863705615290265,1.17951025976532,-0.132333136761254,0.136548953585897,0.071548433360592,0.4426597220333,1.08970829576132,0.856384760793919,0.308478681651727,-0.143278166916491,0.363859789051904,-0.199590688857712,1.58314391132604,-0.329510377513038,0.435959292021354,1.58841776847839,1.21058281140916,1.31597290704612,0.0364375823789564,0.934278697879226,1.14360367597941,-0.212790885994918,1.35888719558716,0.9773770570755,0.647008219676561,0.807017781257629,-0.324385580261624,-0.02594911493361,0.285774943077601,0.870753678664639,0.666878680944012,0.753495199001226,-0.57614428259959,1.42988268273348,-0.764350926231965,0.624036312110026,1.2037825858887,0.435361236842026,0.119106134898226,1.34594146503847,0.147178635001183,-0.652933286025027,-0.0989714584037779,0.22362483973606,NA
"205","1975-01",0.763738210995992,0.372540267905303,0.296940272208882,0.616915942330015,1.28507686787943,-0.0202789467410328,0.388943879631451,0.385276086629404,0.157171577411263,1.02890218850519,0.909980896679723,0.478795040309703,0.0639657589693537,0.244257967389352,-0.309315871431112,1.64426924984823,-0.41255856648324,0.580466175043818,1.32468402385712,0.999194022388371,1.19080046657304,0.181558391093585,0.732104440530141,1.12310755057072,-0.295109980989705,1.40763056278229,1.13034296035767,0.820795904607797,0.944573728084564,-0.0134759945866127,0.184902548789978,0.347769959131968,0.741159642068901,0.482087102446315,0.892494725871607,-0.204494286491638,1.48537921025023,-1.02914469047058,0.61458563671104,1.19655702837378,0.663725345777999,-0.0239427963171844,1.07467346723135,-0.0590244717895985,-0.603427637696341,-0.0474045312821718,0.321411730496644,NA
"206","1975-02",0.314183992147446,-0.519257878720278,0.161928872775231,0.411231637895268,1.05202655694037,-0.0795495205684567,0.326898860110275,-0.188971595232606,1.150432582278,0.942212842894463,0.672882105492147,0.177790507665456,-0.133775081051534,-0.121088098783509,-0.37897216728886,1.22677408827149,-0.735767355040898,0.0943509223898579,0.415407925844193,0.771954763528772,0.858569398084605,-0.358750662045431,0.345078939640964,0.78653390874231,-0.564211750956371,0.642744541168213,0.941354751586914,0.555489589678897,0.693570443153381,-0.199227458690369,-0.43400114774704,0.373071913022423,0.544244793912467,-0.121173497676069,0.763995406915093,-0.194410398747211,1.29818132779629,-1.00390750454152,0.614346063808728,0.944386678125857,0.396961048839466,-0.113402773417282,0.85818223582429,-0.0431805476546288,-0.150560727718484,-0.0760072749025071,-0.173838741535012,NA
"207","1975-03",0.0150594135125478,-0.338348087402973,0.544359747343117,0.518974860960787,1.18084359020566,-0.0841256527168616,0.606873303310601,0.0931751211939866,0.612374793542059,1.27966487669052,0.870010778860372,0.237632306192093,-0.0312355670165224,-0.411201723319338,-0.28189472679125,1.36365234461243,-0.661728369811225,0.235759338565034,0.763136744499207,0.858168758576709,1.15393986058727,-0.382960300687463,0.148973221028293,0.361358334824001,-0.34719555268762,1.06895768642426,1.05000495910645,0.702218182951617,0.817791879177094,-0.030237048618033,-0.0509558096528053,0.297043293329463,0.843152286945093,-0.0284738130548075,0.86362929217151,-0.0301288697808425,1.48991460170485,-0.425816757062818,0.641781140712196,1.03847799682123,0.509260909586715,0.497319058310301,1.45843498822698,0.0283738616853952,-0.339100776179453,0.0702747740230746,-0.0675768501600218,NA
"208","1975-04",-0.36964629093806,-0.856864995892473,0.752904035191779,0.700604517963063,1.39544353056533,0.0524186214865298,1.30642074220201,0.410926665180881,1.1945760086963,1.41747080743829,1.21106457898141,0.661334586311094,0.569084439201046,-0.657556931178247,-0.497104668299095,1.60706944424171,-0.530159788472312,0.241406895089892,0.89434951543808,1.05981167829469,1.35939966365289,-0.0357882901933668,0.398386701389595,0.167931896520999,-0.755584695430096,1.21018695831299,1.17235505580902,1.44923456509908,1.06476694202423,0.698972681571637,-0.446765393018723,0.424009377046827,0.644617250729754,-0.338010334261838,1.25355944223091,-0.057042108480185,1.734461380702,-0.602436756625067,0.833512219544151,0.988527229688518,0.6556029712801,0.773998459524607,1.72284615007472,-0.177706971764565,-0.188899560892762,0.330352081130285,0.291842222704975,NA
"209","1975-05",-0.215527739624182,-1.17057090040885,0.667851347938662,0.827552846630432,1.38171655788428,-0.0382423656595168,1.12585760091524,0.442350644495397,1.35033986286113,1.24959348135315,1.18071407161821,0.69211468717011,0.696249916114372,-0.585579833245182,-0.119737861405861,1.90632389061865,-0.612981090469966,0.392527165000568,0.703477323055267,0.997406681503453,1.64395824448457,-0.474757373736396,0.104712255023144,0.0324723989529615,-0.376428321430447,1.12645983695984,0.993364989757538,1.13602415697915,0.958374190807342,0.683376933858938,-0.0957658886909485,0.370763849635645,0.681674446088955,-0.548702861918708,1.30336348691273,0.201975770471931,1.65769130648005,-0.623278144471732,0.887925050904995,1.12372998561603,0.957099362166005,0.655929637308013,1.85576648682294,0.4561827480793,0.0185011262790184,0.138642113845504,0.284373483844484,NA
"210","1975-06",-0.0947716703017553,-1.03410048206687,1.18701106486332,0.768733448596361,1.27124403072652,0.291064884418268,1.01190997821576,0.54355269810064,1.38287202966841,1.43285253004826,1.13236924246733,0.581762439333253,0.576960956740834,-0.312490652682225,-0.274042603987646,1.84811573824051,-0.659723717068869,0.306339478433636,0.409936338663101,0.905171941781633,1.55470583931342,-0.696697210038334,0.0407832964426941,-0.173447311527228,-0.302395621711245,0.783278167247772,1.02294778823853,0.946250734142706,0.772587216377258,0.220344606190959,-0.0466871671378613,-0.060583571114489,1.09188311224553,-0.108760901965497,1.2840350454948,0.182880659294895,1.36755960116724,-1.07156324658319,0.794725473745597,1.26696937196388,0.78072751532186,1.09589693063259,1.68119721021931,0.470071941614151,0.280613262846876,-0.158542671379555,0.100846712757697,NA
